Ticker,Sector,Industry,MarketCap,PE,ForwardPE,PB,PS,PEG,EPS,RevenueGrowth,EarningsGrowth,ROE,ROA,GrossMargin,OperatingMargin,NetMargin,DebtEquity,CurrentRatio,DivYield,Beta,ShortFloat,InstOwnership
TDIV,,,,20.726696,,,,,,,,,,,,,,,1.38,,,
TDOG,,,,,,,,,,,,,,,,,,,,,,
TDOT,,,,,,,,,,,,,,,,,,,,,,
TDSB,,,,24.900492,,,,,,,,,,,,,,,1.83,,,
TDSC,,,,23.633059,,,,,,,,,,,,,,,2.73,,,
TDTH,Technology,Information Technology Services,29106534.0,,,-3.1666667,236.239,,-0.26,-0.903,,,-3.26702,0.0029499999,-309.4131,0.0,,1.007,,,0.0011,0.00478
TDUP,Consumer Cyclical,Internet Retail,414140192.0,,-42.064514,6.9957085,1.3324417,,-0.17,0.185,,-0.35004002,-0.07636,0.7939,-0.07037,-0.06504,88.071,0.909,,1.731,0.1792,0.90941
TDWD,,,234037296.0,,,-1988.0,,,,,,,,,,,,,,,,
TDWDR,,,,,,-35.3,,,,,,,,,,,,,,,,
TDWDU,,,,,,-2042.0,,,,,,,,,,,,,,,,
TEAD,Communication Services,Internet Content & Information,61437080.0,,-1.1229825,0.64396375,0.047242537,,-5.69,0.502,,-3.16464,-0.01064,0.32992,-0.00208,-0.39761,684.734,1.096,,1.257,0.1453,0.26518
TEAM,Technology,Software - Application,19445852160.0,,13.333359,12.30474,3.3760583,,-0.72,0.233,,-0.13465999,-0.01393,0.84059995,-0.0301,-0.03285,76.379,0.891,,0.981,0.055,0.94978
TECX,Healthcare,Biotechnology,561045568.0,,-6.3846154,2.2276895,,,-4.05,,,-0.37822,-0.25377,0.0,0.0,0.0,0.508,26.625,,,0.2889,0.80343
TEKX,,,,32.006935,,,,,,,,,,,,,,,0.31,,,
TEKY,,,,31.958231,,,,,,,,,,,,,,,,,,
TELA,Healthcare,Medical Devices,34649212.0,,-1.3278157,19.951283,0.4496686,,-0.83,0.091,,,-0.38678002,0.67727,-0.36512002,-0.50611,2798.587,3.301,,0.889,0.0174,0.72086
TELO,Healthcare,Biotechnology,45382884.0,,-4.714286,7.6744184,,,-0.37,,,-3.1764998,-1.52025,0.0,0.0,0.0,8.012,5.141,,,0.0692,0.06651
TEM,Healthcare,Health Information Services,8395212800.0,,-751.96155,17.020658,6.6011047,,-1.41,0.83,,-0.89481,-0.09656,0.62738,-0.16697,-0.19266,270.112,3.134,,,0.17989999,0.55352
TENB,Technology,Software - Infrastructure,2367790336.0,,9.545529,7.201452,2.3692,,-0.3,0.105,,-0.09945,0.00598,0.78093004,0.05108,-0.036140002,127.822,0.952,,0.71,0.0793,1.01553
TENX,Healthcare,Biotechnology,245925856.0,,-9.781122,6.25,,,-1.34,,,-0.55641,-0.3508,0.0,0.0,0.0,,14.565,,1.437,0.0197,0.46315
TERG,,,,,,,,,,,,,,,,,,,,,,
TERN,Healthcare,Biotechnology,5268686848.0,,-39.064514,14.922981,,,-1.02,,,-0.29123,-0.19944,0.0,0.0,0.0,0.362,19.516,,-0.288,0.1528,1.1896701
TEXN,,,,24.577616,,,,,,,,,,,,,,,,,,
TEXX,,,,15.96948,,,,,,,,,,,,,,,,,,
TFNS,,,,15.117712,,,,,,,,,,,,,,,,,,
TFSL,Financial Services,Banks - Regional,3757686528.0,41.843754,37.71831,1.9644953,11.478373,,0.32,0.11,-0.008,0.0476,0.00526,0.0,0.37467,0.27738002,,,8.44,0.731,0.120799996,0.93898004
TGHL,Technology,Software - Infrastructure,8095939.0,,,-2.3728082,67.54496,,-0.11,-0.649,,,-0.52348,0.0,-27.1737,0.0,,0.215,,,0.0187,0.01747
TGL,Technology,Software - Application,6216940.0,,-7.42,0.3462436,2.0153418,,-304.36,2.581,,-1.50933,-0.29141,0.41361,-4.27723,0.0,0.69,4.385,,-0.012,0.0418,0.036960002
TGTX,Healthcare,Biotechnology,4801825792.0,10.855596,12.210572,6.6497126,7.791542,,2.77,0.78,-0.061,1.02754,0.09394,0.83658,0.26221,0.7256,39.258,4.102,,1.86,0.225,0.65943
TH,Industrials,Specialty Business Services,904383360.0,,29.12903,2.3153844,2.8206007,,-0.37,0.073,,-0.091529995,-0.03081,0.31139,-0.14538999,-0.11577,2.749,0.873,,1.238,0.0828,0.97314
THCH,Consumer Cyclical,Restaurants,64664480.0,,-0.42798734,-0.43657058,0.048244085,,-1.54,-0.004,,,-0.11176,0.38548002,-0.15472001,-0.25212,,0.245,,0.527,0.0064,0.58699
THFF,Financial Services,Banks - Regional,719340800.0,9.055389,8.1267395,1.1041746,2.83607,,6.68,0.048,0.316,0.13202,0.0139999995,0.0,0.34238,0.31229,,,3.53,0.404,0.0178,0.8268
THH,Industrials,Specialty Business Services,20043522.0,inf,,3.9794014,0.0056637367,,0.0,0.219,-0.862,0.02587,-0.015829999,0.18934,-0.0631,0.00427,257.772,0.988,,,0.0117,0.00105
THMZ,,,,26.706856,,,,,,,,,,,,,,,,,,
THRM,Consumer Cyclical,Auto Parts,840393600.0,46.66102,8.81242,1.1666738,0.56078506,,0.59,0.085,-0.812,0.02735,0.04915,0.24168,0.06855,0.012200001,34.266,1.922,,1.31,0.0337,1.0331401
THRV,,,,18.34335,,,,,,,,,,,,,,,,,,
THRY,Technology,Software - Application,122778768.0,278.0,1.8911564,0.558345,0.1564031,,0.01,0.027,,0.00148,0.042740002,0.6786,0.01857,0.00039,119.803,0.996,,0.909,0.1157,1.07072
THYM,,,,,,,,,,,,,,,,,,,,,,
TIGO,Communication Services,Telecom Services,12027426816.0,9.192848,15.389024,3.30426,2.0669234,,7.83,0.157,7.287,0.37865,0.06143,0.7747,0.24516001,0.22615999,262.265,0.88,4.17,0.899,0.020299999,0.4562
TIGR,Financial Services,Capital Markets,1168568448.0,7.9156632,5.765282,1.3499075,2.1692011,,0.83,0.458,0.568,0.22382,0.023459999,0.87564003,0.343,0.31724,19.899,1.105,,0.505,0.036,0.40794998
TIL,Healthcare,Biotechnology,57985896.0,,-0.5840164,0.48152736,,,-11.35,,,-0.50598,-0.14913,0.0,0.0,0.0,70.517,34.45,,2.052,0.103199996,0.65834
TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1427650560.0,12.47449,10.818584,2.2092707,1.0294166,,1.96,0.043,0.106,0.20552,0.085039996,0.38748002,0.09082,0.08371,42.846,2.34,0.49,1.899,0.0644,1.05136
TIPT,Financial Services,Insurance - Specialty,594967360.0,13.678261,,1.1699517,-577.6382,,1.15,,-0.679,-0.05523,-0.00481,0.0,9.02421,0.0,10.976,1.885,1.53,1.018,0.0108,0.44794
TITN,Industrials,Industrial Distribution,347789888.0,,-81.165115,0.5850897,0.143294,,-2.72,-0.155,,-0.09079,-0.00098,0.15762,-0.01362,-0.02232,142.587,1.412,,1.231,0.0423,0.91931
TIVC,Healthcare,Medical Devices,2323715.0,,-0.038333334,0.27364665,4.8209853,,-8.0,0.159,,-1.7818401,-0.96202004,-0.58090997,-17.006851,0.0,,5.862,,2.014,0.0137,0.0913
TJGC,Communication Services,Advertising Agencies,9002520.0,,,3.848429,0.28181574,,-0.26,0.084,,-3.5696201,-0.93297,-0.12962,-0.56878,-1.22083,69.728,2.606,,,0.0137,0.00606
TKLF,Consumer Cyclical,Specialty Retail,10068939.0,2.1625454,,0.23823735,0.03328166,,1.1,0.943,,0.107980005,0.02538,0.091000006,0.00958,0.014680001,184.765,1.243,10.07,0.058,0.0929,0.01596
TKNO,Healthcare,Drug Manufacturers - Specialty & Generic,149509584.0,,-7.1538463,2.172897,3.6897726,,-0.32,0.078,,-0.22834,-0.09262,0.33171,-0.41155997,-0.42594,41.104,4.579,,0.401,0.1196,0.83626
TLA,,,,,,,,,,,,,,,,,,,,,,
TLF,Consumer Cyclical,Specialty Retail,18244698.0,2.0545454,3.8965518,0.3468918,0.23904274,,1.1,0.087,,0.16588,-0.00745,0.57045,-0.0275,0.11925,52.062,5.162,,0.652,0.0092,0.62311
TLG,,,,,,,,,,,,,,,,,,,,,,
TLIH,Industrials,Industrial Distribution,7148196.0,2.431,,1.0092187,0.10963323,,0.1,0.216,2.689,0.53324,0.04657,0.21855,0.07642,0.05554,381.549,0.705,,,0.0858,0.0051499996
TLN,Utilities,Utilities - Independent Power Producers,13844216832.0,,9.951388,12.664381,5.2719793,,-4.79,0.58,,-0.17661,-0.00404,0.38119,-0.36056998,-0.0834,625.16,1.285,,1.615,0.0692,1.02719
TLNC,Financial Services,Shell Companies,429131840.0,,,-48.56459,,,,,,,,0.0,0.0,0.0,,0.308,,,0.0007,0.20171
TLNCU,Financial Services,Shell Companies,,,,-49.282295,,,,,,,,0.0,0.0,0.0,,0.308,,,,0.87671
TLNCW,,,,,,-1.444976,,,,,,,,0.0,0.0,0.0,,0.308,,,,
TLPH,Healthcare,Drug Manufacturers - Specialty & Generic,38821152.0,,-2.8720691,1.9783847,1386.4697,,-0.38,,,-0.86481005,-0.31463,0.0,-3422.0,0.0,33.89,6.825,,0.494,0.025,0.43153998
TLRY,Healthcare,Drug Manufacturers - Specialty & Generic,723507904.0,,29.113924,0.4169464,0.8640726,,-23.53,0.031,,-0.84135,-0.0150999995,0.28026,-0.09137999,-2.5169299,20.668,2.812,,2.09,0.1441,0.10491
TLS,Technology,Software - Infrastructure,321362304.0,,16.980392,3.2852807,1.9499549,,-0.5,0.774,,-0.32764,-0.10261,0.42286998,-0.06623,-0.22174999,8.399,2.567,,0.993,0.0221,0.7
TLSA,Healthcare,Biotechnology,153969360.0,,-6.1296115,15.714286,,,-0.12,,,-2.32311,-0.83782,0.0,0.0,0.0,1.163,1.719,,0.259,0.018,0.03141
TLSI,Healthcare,Medical Devices,240934304.0,,-19.65,-5.8050222,5.3361897,,-1.84,0.598,,,-0.56798,0.84573996,-0.24771,-0.8688,,2.804,,0.439,0.0212,0.191
TLSIW,,,,,,-1.6248155,,,,0.598,,,-0.56798,0.84573996,-0.24771,-0.8688,,2.804,,0.439,,
TLT,,,9415550976.0,,-4291.5,0.57656264,,,,,,,,,,,,,4.28,,,
TLX,Healthcare,Biotechnology,2964299264.0,,32.902657,7.137031,3.6878843,,-0.02,0.493,,-0.018550001,0.011460001,0.47505,0.01944,-0.0088599995,112.454,1.426,,1.051,0.0011999999,0.00337
TMB,,,,,,,,,,,,,,,,,,,4.32,,,
TMC,Basic Materials,Other Industrial Metals & Mining,2690221312.0,,-22.355556,-50.808083,,,-0.79,,,,-0.5893,0.0,0.0,0.0,,2.503,,1.917,0.1105,0.119440004
TMCI,Healthcare,Medical Devices,80092224.0,,-1.3777778,0.90709585,0.3765679,,-0.93,-0.09,,-0.58936,-0.16605,0.79811996,-0.09472,-0.27741,82.286,4.311,,0.769,0.0744,0.55675
TMCWW,,,,,,-5.353535,,,-0.63,,,,-0.5893,0.0,0.0,0.0,,2.503,,1.917,,
TMDX,Healthcare,Medical Devices,3907049216.0,23.388092,30.721512,8.250036,6.4526634,,4.87,0.322,11.881,0.54237,0.07249,0.59919,0.13232,0.31427,109.761,7.142,,1.955,0.42279997,1.11304
TMED,,,,26.396284,,,,,,,,,,,,,,,,,,
TMET,,,,,,,,,,,,,,,,,,,12.93,,,
TMNL,,,,,,,,,,,,,,,,,,,,,,
TMNS,,,,,,,,,,,,,,,,,,,,,,
TMSF,,,,9.365539,,,,,,,,,,,,,,,,,,
TMTSU,Financial Services,Shell Companies,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.05609
TMUSI,,,,,,,,,,,,,,,,,,,,,,
TMUSL,,,,,,,,,,,,,,,,,,,,,,
TMUSZ,,,,,,,,,,,,,,,,,,,,,,
TNDM,Healthcare,Medical Devices,1695849472.0,,-1011.82227,10.924295,1.6712223,,-3.04,0.027,,-0.97885,-0.05282,0.53808,0.02856,-0.20174,289.602,2.547,,1.671,0.1972,1.1273999
TNGX,Healthcare,Biotechnology,2771017472.0,,-12.672104,7.6246567,44.41872,,-0.87,-1.0,,-0.37235,-0.19451,-1.11857,-1.7839301,-1.62853,9.697,16.318,,1.815,0.3925,1.21338
TNMG,Communication Services,Publishing,83861136.0,,,0.14885971,1.6882478,,-2.84,0.057,,-1.64594,-0.31702998,0.33299,-0.25886,-1.67901,58.059,0.378,,1.238,0.0038,0.06831
TNON,Healthcare,Medical Devices,8914032.0,0.13696246,-1.28416,4.013,2.7572014,,5.86,0.322,,-1.97259,-0.65797997,0.52397,-2.22762,0.0,4.502,2.152,,1.254,0.024400001,0.03988
TNONW,,,,,,0.0465,,,,,,,,,,,,,,,,
TNXP,Healthcare,Biotechnology,201081008.0,,-2.9126213,0.7824726,15.341497,,-14.57,1.088,,-0.64475,-0.35706002,0.4934,-8.95844,0.0,0.534,7.422,,1.858,0.16450001,0.28368
TNXT,,,,29.589241,,,,,,,,,,,,,,,,,,
TNYA,Healthcare,Biotechnology,163009568.0,,-1.661947,1.3202109,,,-0.59,,,-0.83839995,-0.43717,0.0,0.0,0.0,8.786,6.84,,3.225,0.2086,0.50086
TOI,Healthcare,Medical Care Facilities,328145952.0,,-20.75,-20.880503,0.65272933,,-0.54,0.416,,,-0.13369,0.15204,-0.048660003,-0.12055001,,1.589,,0.21,0.1114,0.45034
TOIIW,,,,,,-0.36729562,,,-602.087,0.416,,,-0.13369,0.15204,-0.048660003,-0.12055001,,1.589,,0.21,,
TOMZ,Industrials,Pollution & Treatment Controls,13628309.0,,-8.40125,1.0137255,2.3958318,,-0.26,-0.209,,-1.19946,-0.32658002,0.40989,-0.15978,-0.91401,155.984,1.983,,1.602,0.0195,0.04899
TONX,Technology,Software - Application,175693552.0,0.8082192,,0.2727441,22.640923,,3.65,27.195,,0.23289,-0.05667,0.74485,-6.01496,9.820621,0.039,7.48,,0.708,0.0561,0.34148
TOP,Financial Services,Capital Markets,30762904.0,,,0.88006365,7.063673,,-0.14,0.557,,-0.14234,-0.08583,0.50431997,0.06641,-1.22349,0.637,1.961,,-1.057,0.0045,0.00703
TORO,Energy,Oil & Gas Midstream,99539688.0,,,0.30501282,4.926956,,-0.03,0.011,,0.01607,-0.010369999,0.48327,-0.17545,0.26121,,5.938,,1.316,0.003,0.03923
TOUR,Consumer Cyclical,Travel Services,85340632.0,18.125002,14.685728,0.5349992,0.14765479,,0.04,0.203,,0.030150002,0.004,0.57958,0.0087,0.053850003,0.459,2.038,4.97,0.484,0.0039,0.09877
TOWN,Financial Services,Banks - Regional,2998990848.0,14.705882,8.34939,1.0449824,3.6943395,,2.21,0.261,-0.041,0.074650005,0.00925,0.0,0.35206002,0.20883,,,3.32,0.753,,0.52262
TOYO,Technology,Solar,314657376.0,11.106667,,4.38883,1.7678934,,0.75,0.007,-0.786,0.32650003,-0.00824,0.10302,0.06955,0.13719,212.617,0.473,,0.792,0.0248,0.00446
TPCS,Industrials,Metal Fabrication,35646104.0,,2.2531645,4.46675,1.0790079,,-0.12,-0.069,,-0.14092,-0.0016699999,0.18023,-0.19058001,-0.0343,131.721,0.973,,0.081,0.0013,0.20682
TPG,Financial Services,Asset Management,15438445568.0,89.04445,10.79597,5.399542,3.3057268,,0.45,0.385,,0.15516,0.0369,0.32860002,0.19957,0.03952,58.393,5.479,5.14,1.538,0.058000002,0.88251
TPGXL,,,,,,,,,,,,,,,,,,,,,,
TPLS,,,,,,,,,,,,,,,,,,,4.32,,,
TPST,Healthcare,Biotechnology,30871650.0,,-0.8297101,1.6025192,,,-9.73,,,-4.0503297,-0.89316005,0.0,0.0,0.0,132.446,2.299,,-2.181,0.0126,0.05968
TQQQ,,,,28.910322,,,,,,,,,,,,,,,0.69,,,
TQQY,,,,,,,,,,,,,,,,,,,62.33,,,
TRAW,Healthcare,Biotechnology,17100456.0,,-0.4953704,3.3594978,6.008593,,-1.82,,,-10.59634,-0.92293,1.0,-5.54638,0.0,,1.22,,1.757,0.1164,0.42780998
TRBF,,,,,,,,,,,,,,,,,,,,,,
TRDA,Healthcare,Biotechnology,432995584.0,,-3.2298877,1.3299625,17.032988,,-3.47,-0.965,,-0.39126,-0.21577999,0.0,-31.03002,0.0,16.637,12.525,,-0.124,0.0394,0.76139
TREE,Financial Services,Financial Conglomerates,560051072.0,3.749536,5.8110614,1.9405636,0.5012432,,10.78,0.222,17.468,0.76492,0.06322,0.96194,0.07198,0.13542,153.283,1.671,,2.303,0.1179,0.86627
TRGSU,,,,,,-2000.0,,,,,,,,,,,,,,,,
TRI,Industrials,Specialty Business Services,41473646592.0,28.401217,18.560564,3.5223162,5.547572,,3.29,0.052,-0.426,0.124,0.06683,0.39219,0.2658,0.20091,20.044,0.642,2.8,0.167,,0.27324
TRIB,Healthcare,Medical Devices,12030999.0,,-0.61815536,-0.21708147,0.24770433,,-1.6,-0.055,,,-0.094560005,0.36784,-0.03556,-0.75882006,,1.03,,0.7,0.0239,0.04542
TRIN,Financial Services,Asset Management,1192728192.0,7.3163266,6.913209,1.0685544,4.2671347,,1.96,0.17,-0.305,0.14148,0.061690003,1.0,0.74508005,0.48514,119.174,0.447,14.22,0.639,0.060700003,0.27797002
TRINI,,,,,,,,,,,,,,,,,,,,,,
TRINZ,,,,,,,,,,,,,,,,,,,,,,
TRIP,Consumer Cyclical,Travel Services,1093092992.0,30.161291,5.521926,1.6592724,0.5780502,,0.31,0.0,,0.050380003,0.029649999,0.62877,-0.01217,0.02115,193.953,1.294,,0.951,0.3524,1.14166
TRMD,Energy,Oil & Gas Midstream,2623374080.0,9.021052,13.390625,1.1828303,1.9584726,,2.85,0.155,0.104,0.13373,0.061669998,0.49683,0.2768,0.21299,45.542,1.325,8.24,-0.068,0.007900001,0.41972
TRMK,Financial Services,Banks - Regional,2405505024.0,11.043243,10.047533,1.1364838,3.0569074,,3.7,0.072,0.043,0.10976,0.01209,0.0,0.35057998,0.28483,,,2.45,0.651,0.035,0.76649004
TRNR,Consumer Cyclical,Personal Services,2746419.0,0.0025641026,,0.0188983,0.28099233,,526.5,1.391,,-1.91525,-0.21485001,-0.00829,-1.25296,-2.02312,315.104,0.564,,0.536,0.0214,0.0046900003
TRNS,Industrials,Specialty Business Services,655212928.0,82.6,34.0,2.207584,2.0495515,,0.85,0.256,,0.027320001,0.02399,0.32453,0.010240001,0.02469,45.153,2.207,,0.689,0.060399998,0.9643
TRON,Consumer Cyclical,Leisure,562483264.0,inf,,2.1972132,126.1863,,0.0,0.26,,0.09887999,-0.01411,0.23042999,-0.42451,2.69565,0.307,15.037,,13.929,0.1555,0.02596
TROO,Financial Services,Credit Services,318931616.0,,,3.9873416,21.143703,,-0.13,1.921,,-0.18719,-0.03979,-0.07273,-0.16168,-0.86337,0.019,6.357,,2.994,0.0287,0.00107
TRS,Consumer Cyclical,Packaging & Containers,1383578752.0,19.123596,16.365385,1.81537,2.1426916,,1.78,-0.318,13.607,0.105340004,0.0083099995,0.21395999,-0.03376,0.18606001,74.172,2.519,0.47,0.578,0.1381,1.0081099
TRSG,Industrials,Metal Fabrication,17498230.0,21.400002,,0.92720973,1.1807299,,0.05,0.37,,0.04172,0.01249,0.45079,0.03762,0.059660003,16.75,2.258,,,0.0047,0.04236
TRST,Financial Services,Banks - Regional,769117120.0,13.126154,14.864112,1.1202142,4.1279807,,3.25,0.113,0.417,0.08971,0.00964,0.0,0.46793997,0.32813,,,3.57,0.598,0.0337,0.83597
TRUC,,,,20.767653,,,,,,,,,,,,,,,,,,
TRUD,,,,29.308943,,,,,,,,,,,,,,,,,,
TRUG,Consumer Cyclical,Leisure,2983891.0,,,0.1974565,0.14525138,,-37.36,-0.342,,,-0.17066,0.61646,-0.27119,-0.93141997,69.831,1.277,,-1.021,0.064,0.00428
TRUP,Financial Services,Insurance - Property & Casualty,1138304640.0,58.244446,6.1670585,2.9629211,0.7908711,,0.45,0.117,2.351,0.054959998,0.011089999,0.22575001,0.021930002,0.0135,32.804,1.666,,1.698,0.1088,0.84805
TRUT,,,,32.756878,,,,,,,,,,,,,,,,,,
TRVG,Communication Services,Internet Content & Information,192085504.0,16.0,25.842913,0.77716994,0.3499386,,0.17,0.266,3.051,0.05461,0.0029,0.9725,0.0581,0.02044,17.038,2.218,,0.421,0.002,0.30975
TRVI,Healthcare,Biotechnology,1362295040.0,,-18.77876,7.4299717,,,-0.32,,,-0.3023,-0.2026,0.0,0.0,0.0,0.411,19.659,,0.99,0.1508,1.03825
TSAT,Technology,Communication Equipment,1888810880.0,,-5.0836763,1.4231844,4.519162,,-7.73,-0.265,,-0.24856001,0.00551,0.50348,0.06927,-0.3717,199.691,0.251,,2.02,0.0765,0.55904996
TSBK,Financial Services,Banks - Regional,301102400.0,9.91948,,1.1211578,3.5962832,,3.85,0.107,0.209,0.11792,0.01559,0.0,0.49001998,0.36449,,,2.85,0.351,0.0041,0.67238
TSCM,,,,31.180307,,,,,,,,,,,,,,,,,,
TSDD,,,,,,,,,,,,,,,,,,,7.09,,,
TSEL,,,,35.59615,,,,,,,,,,,,,,,0.0,,,
TSEM,Technology,Semiconductors,18399823872.0,84.78239,34.13702,6.3077755,11.748788,,1.93,0.137,0.426,0.07893,0.03791,0.23233,0.1609,0.14078,5.561,6.482,,0.938,0.0159,0.73710996
TSHA,Healthcare,Biotechnology,1205245184.0,,-9.565217,5.0808315,123.323975,,-0.33,1.713,,-0.68451,-0.27422002,1.0,-5.15953,0.0,28.405,12.227,,1.082,0.2026,0.95408994
TSL,,,,,,,,,,,,,,,,,,,0.0,,,
TSLG,,,,,,,,,,,,,,,,,,,8.49,,,
TSLL,,,,47.93345,,,,,,,,,,,,,,,6.5,,,
TSLQ,,,,70.67042,,,,,,,,,,,,,,,8.87,,,
TSLR,,,,,,,,,,,,,,,,,,,0.0,,,
TSLS,,,,,,,,,,,,,,,,,,,3.87,,,
TSMG,,,,,,,,,,,,,,,,,,,7.85,,,
TSMU,,,,,,,,,,,,,,,,,,,0.0,,,
TSMX,,,,34.522705,,,,,,,,,,,,,,,5.48,,,
TSMZ,,,,,,,,,,,,,,,,,,,6.09,,,
TSPY,,,,25.686783,,,,,,,,,,,,,,,13.97,,,
TSSI,Technology,Information Technology Services,315853152.0,57.63158,,3.943104,1.2854241,,0.19,0.218,3.804,0.36109,0.04724,0.14265999,0.085719995,0.061550003,54.332,1.635,,2.201,0.189,0.39976
TSUI,,,,,,,,,,,,,,,,,,,,,,
TSYX,,,,,,,,,,,,,,,,,,,,,,
TSYY,,,,,,,,,,,,,,,,,,,301.58,,,
TTAN,Technology,Software - Application,6408281600.0,,42.194828,4.2014513,6.66859,,-1.73,0.214,,-0.10729,-0.05589,0.70352,-0.15638,-0.16635,3.368,3.487,,,0.12149999,0.95344
TTEC,Technology,Information Technology Services,130155672.0,,2.0,1.3687437,0.06090867,,-3.99,0.004,,-0.97145,0.03768,0.23587,0.062800005,-0.09007,887.249,1.892,,1.014,0.3337,0.32458
TTEK,Industrials,Engineering & Construction,7928549888.0,22.857141,17.812464,4.2943916,1.7788162,,1.33,-0.134,144.613,0.19917,0.08919,0.21542999,0.12876001,0.07897,57.314,1.314,0.86,0.92,0.0456,0.97984004
TTEQ,,,,34.300865,,,,,,,,,,,,,,,0.0,,,
TTGT,Technology,Information Technology Services,273989152.0,,4.621951,0.46079025,0.5628476,,-14.06,0.401,,-0.93083,-0.012569999,0.60244,0.08874,-2.07133,18.71,1.227,,1.131,0.1031,0.43949002
TTMI,Technology,Electronic Components,9465687040.0,54.4881,20.38753,5.3698597,3.2569041,,1.68,0.19,8.283,0.1067,0.04573,0.20702,0.10456,0.06106,58.421,1.928,,1.761,0.0547,0.98223
TTRX,Healthcare,Biotechnology,101291432.0,,-34.4,191.11113,,,-0.13,,,-23.248268,-0.78666,0.0,0.0,0.0,18.089,1.427,,,,0.01771
TUG,,,,33.086823,,,,,,,,,,,,,,,0.07,,,
TUGN,,,,31.866205,,,,,,,,,,,,,,,12.02,,,
TULP,Communication Services,Advertising Agencies,7583243.0,,,1.0017443,0.1078452,,-1.38,0.088,,,,0.25778,-0.33966,0.0274,929.837,1.677,,2.941,0.0217,0.22951001
TUR,,,600647040.0,12.724836,,,,,,,,,,,,,,,2.01,,,
TURB,Technology,Solar,26197368.0,,,16.077728,2.6259205,,-0.23,0.115,,-1.00757,-0.13929,0.18283,-0.21413,-0.18778,619.904,0.879,,2.039,0.0207,0.01974
TURF,,,,20.810493,,,,,,,,,,,,,,,,,,
TUSK,Industrials,Conglomerates,100243592.0,,-9.904762,0.38944015,2.2632437,,-1.76,,,-0.24948,-0.04892,0.03904,4.46335,0.10379,2.113,2.53,,0.975,0.0276,0.71287
TVA,Financial Services,Shell Companies,309900000.0,,,-21.978724,,,,,,,,0.0,0.0,0.0,,0.928,,,0.00029999999,0.88658
TVACU,Financial Services,Shell Companies,,,,-22.56383,,,,,,,,0.0,0.0,0.0,,0.928,,,,0.116450004
TVACW,,,,,,-1.0212766,,,,,,,,0.0,0.0,0.0,,0.928,,,,
TVAI,Financial Services,Shell Companies,277397472.0,,,-35.664333,,,,,,,,0.0,0.0,0.0,,5.185,,,0.0004,1.00464
TVAIR,,,,,,-0.6993007,,,,,,,,0.0,0.0,0.0,,5.185,,,,
TVAIU,Financial Services,Shell Companies,,,,-36.188812,,,,,,,,0.0,0.0,0.0,,5.185,,,,0.12004
TVGN,Healthcare,Biotechnology,21132292.0,,,-1.2396106,,,-9.0,,,,-4.39671,0.0,0.0,0.0,,0.315,,-0.746,0.049000002,0.026099999
TVGNW,,,,,,-0.008525291,,,,,,,-4.39671,0.0,0.0,0.0,,0.315,,-0.746,,
TVRD,Healthcare,Biotechnology,33022330.0,,-1.6650898,1.1847863,,,-2.25,,,-1.3563901,-0.72676,0.0,0.0,0.0,0.818,3.482,,,,0.30166
TVTX,Healthcare,Biotechnology,2475763200.0,,6.2983556,21.25099,5.0450826,,-0.57,0.734,,-0.57803,-0.06548,0.55912,-0.25004,-0.052059997,286.283,2.736,,0.884,0.1548,1.15327
TW,Financial Services,Capital Markets,27342569472.0,33.108467,27.822922,4.08533,13.334664,,3.78,0.125,1.288,0.13563,0.11923,0.93741995,0.42361,0.39639,2.124,4.845,0.45,0.776,0.0225,1.03915
TWAV,Financial Services,Asset Management,4201446.0,,,0.61967826,1.7240238,,-0.87,0.105,,-1.15169,-0.27438,0.41609,-1.26206,-2.60771,,6.927,,,0.023599999,0.11692
TWFG,Financial Services,Insurance Brokers,277128896.0,34.792458,17.47801,3.3237205,1.115153,,0.53,0.358,-0.5,0.13909,0.06645,0.84855,0.21148,0.03204,4.891,5.116,,,0.039300002,0.82665
TWG,Consumer Defensive,Food Distribution,96915432.0,,,0.11070984,21.526636,,-5.35,-0.056,,0.05198,0.033099998,0.45157,0.57803,0.18872,1.495,6.084,,,0.0029,0.09516
TWIN,Industrials,Specialty Industrial Machinery,214594272.0,9.789474,13.052631,1.1629543,0.6164802,,1.52,0.003,22.39,0.13305001,0.01835,0.27873,0.015319999,0.06264,36.137,2.125,1.07,0.637,0.005,0.66425
TWLV,Financial Services,Shell Companies,232031248.0,,,-495.0,,,,,,,,0.0,0.0,0.0,,0.468,,,0.0005,0.05185
TWLVR,,,,,,-9.5,,,,,,,,0.0,0.0,0.0,,0.468,,,,
TWLVU,Financial Services,Shell Companies,,,,-505.00003,,,,,,,,0.0,0.0,0.0,,0.468,,,,0.92821
TWST,Healthcare,Diagnostics & Research,2579383296.0,,-22.318302,5.6515317,6.587504,,-1.27,0.169,,-0.16794,-0.13487001,0.51623,-0.31726998,-0.19559,24.787,3.778,,2.287,0.2675,1.22666
TXG,Healthcare,Health Information Services,2349363968.0,,112.59413,2.9490056,3.6547604,,-0.35,0.006,,-0.05781,-0.06396,0.6913,-0.09421,-0.06774,10.594,4.46,,2.213,0.2028,1.07981
